gene	ensembl_gene_id	gencode_id	whole_blood_median_tpm
RPL23AP25	ENSG00000233084	ENSG00000233084.2	0.420422
LINC00892	ENSG00000233093	ENSG00000233093.5	0.681845
RAB1C	ENSG00000233111	ENSG00000233111.1	0.264063
LINC01762	ENSG00000233154	ENSG00000233154.5	0.335296
CTD-2020K17.3	ENSG00000233175	ENSG00000233175.2	5.48439
RNF224	ENSG00000233198	ENSG00000233198.3	0.0415264
AC002511.2	ENSG00000233214	ENSG00000233214.1	2.64789
HNRNPA1P49	ENSG00000233231	ENSG00000233231.1	0.854198
NPIPB7	ENSG00000233232	ENSG00000233232.6	0.118762
LINC00264	ENSG00000233261	ENSG00000233261.3	1.90362
HMGB1P31	ENSG00000233266	ENSG00000233266.1	0.491826
SNRPEP4	ENSG00000233270	ENSG00000233270.1	0.503877
TRGV2	ENSG00000233306	ENSG00000233306.2	1.29551
USP32P2	ENSG00000233327	ENSG00000233327.10	0.49946
UBE2FP3	ENSG00000233337	ENSG00000233337.1	0.327992
TLR8-AS1	ENSG00000233338	ENSG00000233338.1	0.0924296
CHRM3-AS2	ENSG00000233355	ENSG00000233355.6	2.31976
Z83844.1	ENSG00000233360	ENSG00000233360.4	0.366686
NKAPP1	ENSG00000233382	ENSG00000233382.6	0.219879
RP11-342D11.3	ENSG00000233387	ENSG00000233387.1	0.325675
RP11-104L21.2	ENSG00000233411	ENSG00000233411.1	0.225292
HOTAIRM1	ENSG00000233429	ENSG00000233429.9	7.74508
RP11-63N8.3	ENSG00000233431	ENSG00000233431.1	1.92604
STXBP5-AS1	ENSG00000233452	ENSG00000233452.6	0.25349
RP11-295G20.2	ENSG00000233461	ENSG00000233461.5	17.9084
CTD-2020K17.4	ENSG00000233483	ENSG00000233483.2	0.314332
TMEM238	ENSG00000233493	ENSG00000233493.3	1.47158
ZNF529-AS1	ENSG00000233527	ENSG00000233527.8	0.844327
LINC00513	ENSG00000233559	ENSG00000233559.1	0.691925
TWIST2	ENSG00000233608	ENSG00000233608.3	0.355847
RPL10P19	ENSG00000233609	ENSG00000233609.3	0.855759
LINC01137	ENSG00000233621	ENSG00000233621.1	3.18646
CYP2T1P	ENSG00000233622	ENSG00000233622.1	1.14447
RP11-523O18.5	ENSG00000233665	ENSG00000233665.8	0.255938
RP11-571F15.3	ENSG00000233668	ENSG00000233668.1	0.210279
GAS6-AS1	ENSG00000233695	ENSG00000233695.2	1.02967
LINC00656	ENSG00000233746	ENSG00000233746.1	0.156559
RP13-314C10.5	ENSG00000233785	ENSG00000233785.1	0.284406
LINC01136	ENSG00000233791	ENSG00000233791.5	0.611446
LINC01237	ENSG00000233806	ENSG00000233806.7	0.237787
RP11-535M15.2	ENSG00000233820	ENSG00000233820.2	0.0738745
HIST1H2BN	ENSG00000233822	ENSG00000233822.4	0.315701
RP11-255H23.2	ENSG00000233836	ENSG00000233836.7	0.0705583
YEATS2-AS1	ENSG00000233885	ENSG00000233885.7	0.473983
RP1-122P22.2	ENSG00000233895	ENSG00000233895.1	0.169423
LINC01503	ENSG00000233901	ENSG00000233901.5	5.93636
ZDHHC20P1	ENSG00000233916	ENSG00000233916.1	0.399661
LINC01694	ENSG00000233922	ENSG00000233922.2	0.0455133
RPS28	ENSG00000233927	ENSG00000233927.4	317.617
MT1XP1	ENSG00000233929	ENSG00000233929.1	1.36354
KRTAP5-AS1	ENSG00000233930	ENSG00000233930.3	0.0822083
RP11-250B2.3	ENSG00000233967	ENSG00000233967.6	0.084935
RP11-354E11.2	ENSG00000233968	ENSG00000233968.6	0.176151
SETP5	ENSG00000233998	ENSG00000233998.1	0.242971
RP11-308D16.2	ENSG00000234062	ENSG00000234062.7	0.173008
TPRG1-AS1	ENSG00000234076	ENSG00000234076.1	0.270489
TRIM26	ENSG00000234127	ENSG00000234127.8	19.9699
RP3-460G2.2	ENSG00000234147	ENSG00000234147.1	0.101048
LINC01781	ENSG00000234184	ENSG00000234184.5	0.624786
AC097461.4	ENSG00000234193	ENSG00000234193.1	0.145991
LINC01191	ENSG00000234199	ENSG00000234199.2	0.771951
RP11-25K21.1	ENSG00000234211	ENSG00000234211.2	0.203159
LIX1L-AS1	ENSG00000234222	ENSG00000234222.6	0.342572
AC093616.4	ENSG00000234231	ENSG00000234231.3	0.703265
RP4-673D20.4	ENSG00000234282	ENSG00000234282.1	0.482294
ZNF879	ENSG00000234284	ENSG00000234284.6	0.313869
AC116366.6	ENSG00000234290	ENSG00000234290.2	5.48682
RP11-213H15.1	ENSG00000234292	ENSG00000234292.3	0.585268
AC012146.7	ENSG00000234327	ENSG00000234327.7	0.552515
RP11-767N6.2	ENSG00000234329	ENSG00000234329.1	0.823895
JAZF1-AS1	ENSG00000234336	ENSG00000234336.6	0.0734268
AP000347.4	ENSG00000234353	ENSG00000234353.2	40.2016
AC007278.3	ENSG00000234389	ENSG00000234389.1	20.1972
CCDC188	ENSG00000234409	ENSG00000234409.6	0.0847813
RP11-459O1.2	ENSG00000234426	ENSG00000234426.1	0.424806
AC008984.7	ENSG00000234436	ENSG00000234436.1	2.00664
ZNF736	ENSG00000234444	ENSG00000234444.9	0.571862
MAGI2-AS3	ENSG00000234456	ENSG00000234456.7	0.0866394
PINLYP	ENSG00000234465	ENSG00000234465.10	0.473589
RP11-496N12.6	ENSG00000234476	ENSG00000234476.1	0.123426
RP1-55C23.7	ENSG00000234484	ENSG00000234484.1	4.23493
RHOXF1P1	ENSG00000234493	ENSG00000234493.3	0.0591358
SP2-AS1	ENSG00000234494	ENSG00000234494.7	0.125525
LINC01506	ENSG00000234506	ENSG00000234506.5	10.2021
C5orf58	ENSG00000234511	ENSG00000234511.8	1.95761
FAM133B	ENSG00000234545	ENSG00000234545.7	1.24824
AC022431.3	ENSG00000234553	ENSG00000234553.1	0.654164
LINC01800	ENSG00000234572	ENSG00000234572.1	0.090507
CCT6P3	ENSG00000234585	ENSG00000234585.6	1.93243
MAPKAPK5-AS1	ENSG00000234608	ENSG00000234608.7	7.94738
AL450992.2	ENSG00000234614	ENSG00000234614.1	0.506371
JRK	ENSG00000234616	ENSG00000234616.8	1.66255
LL22NC03-2H8.4	ENSG00000234630	ENSG00000234630.1	0.27555
AL162151.3	ENSG00000234648	ENSG00000234648.1	2.39966
LINC01934	ENSG00000234663	ENSG00000234663.5	0.0913234
ELF3-AS1	ENSG00000234678	ENSG00000234678.1	1.70619
SDCBP2-AS1	ENSG00000234684	ENSG00000234684.6	0.773675
RP1-92O14.3	ENSG00000234694	ENSG00000234694.1	0.373128
RP11-225H22.4	ENSG00000234699	ENSG00000234699.1	0.142285
NPIPB2	ENSG00000234719	ENSG00000234719.8	0.261977
GAS5	ENSG00000234741	ENSG00000234741.7	18.7319
HLA-B	ENSG00000234745	ENSG00000234745.10	8283.57
SLC25A25-AS1	ENSG00000234771	ENSG00000234771.3	2.88883
CTD-2666L21.1	ENSG00000234773	ENSG00000234773.7	0.113937
SVILP1	ENSG00000234814	ENSG00000234814.8	0.160572
EIF3EP1	ENSG00000234882	ENSG00000234882.1	0.220516
AC007879.2	ENSG00000234902	ENSG00000234902.6	0.332246
SNHG20	ENSG00000234912	ENSG00000234912.11	2.16357
RP11-534L20.4	ENSG00000234981	ENSG00000234981.1	0.10991
RP11-480I12.9	ENSG00000234996	ENSG00000234996.4	0.0721639
SEMA3F-AS1	ENSG00000235016	ENSG00000235016.1	3.68639
RP11-61I13.3	ENSG00000235033	ENSG00000235033.7	0.352989
AC009303.1	ENSG00000235066	ENSG00000235066.6	0.0405058
AC010492.2	ENSG00000235081	ENSG00000235081.1	0.794964
SETP9	ENSG00000235101	ENSG00000235101.1	0.350082
ZSCAN31	ENSG00000235109	ENSG00000235109.7	0.0740537
RP1-29C18.8	ENSG00000235111	ENSG00000235111.1	0.439047
RP11-9M16.2	ENSG00000235119	ENSG00000235119.1	8.15838
RCBTB2P1	ENSG00000235150	ENSG00000235150.1	0.133503
AC114730.2	ENSG00000235151	ENSG00000235151.1	0.0890815
C12orf75	ENSG00000235162	ENSG00000235162.8	4.84285
SMIM1	ENSG00000235169	ENSG00000235169.7	16.2055
HGH1	ENSG00000235173	ENSG00000235173.6	4.96758
NUCB1-AS1	ENSG00000235191	ENSG00000235191.1	0.38454
AC009495.2	ENSG00000235192	ENSG00000235192.1	5.6101
RP11-108M9.5	ENSG00000235241	ENSG00000235241.1	0.854277
LINC01422	ENSG00000235271	ENSG00000235271.5	0.0902743
HLA-W	ENSG00000235290	ENSG00000235290.1	16.0454
MRPL53P1	ENSG00000235299	ENSG00000235299.2	0.282237
LINC01281	ENSG00000235304	ENSG00000235304.1	0.0399055
LINC00957	ENSG00000235314	ENSG00000235314.1	3.13237
AC007556.3	ENSG00000235321	ENSG00000235321.1	0.292179
SSR4P1	ENSG00000235374	ENSG00000235374.2	0.234423
RP11-477D19.2	ENSG00000235381	ENSG00000235381.1	0.388228
RP11-282O18.3	ENSG00000235423	ENSG00000235423.8	0.238365
LINC01278	ENSG00000235437	ENSG00000235437.7	4.21618
TOPORS-AS1	ENSG00000235453	ENSG00000235453.8	3.80885
LINC01372	ENSG00000235475	ENSG00000235475.1	0.486149
LINC01664	ENSG00000235478	ENSG00000235478.4	0.157342
UBE2R2-AS1	ENSG00000235481	ENSG00000235481.2	0.429191
RP4-639F20.1	ENSG00000235501	ENSG00000235501.5	0.0991596
RP11-693N9.2	ENSG00000235505	ENSG00000235505.7	0.788822
RP4-756G23.5	ENSG00000235513	ENSG00000235513.1	0.253806
AC087294.2	ENSG00000235530	ENSG00000235530.6	0.283524
MSC-AS1	ENSG00000235531	ENSG00000235531.9	0.0839856
LINC00402	ENSG00000235532	ENSG00000235532.1	0.413569
AC002310.12	ENSG00000235560	ENSG00000235560.3	0.857145
NFAM1	ENSG00000235568	ENSG00000235568.6	90.7245
POU5F1P3	ENSG00000235602	ENSG00000235602.5	2.77591
FAM21EP	ENSG00000235618	ENSG00000235618.7	0.0823127
LINC00494	ENSG00000235621	ENSG00000235621.8	0.386729
LINC00484	ENSG00000235641	ENSG00000235641.4	0.0551768
RP11-545I5.3	ENSG00000235652	ENSG00000235652.7	0.0495204
LINC00298	ENSG00000235665	ENSG00000235665.5	0.0472968
LINC00894	ENSG00000235703	ENSG00000235703.5	0.467798
AC009299.2	ENSG00000235724	ENSG00000235724.8	0.0365066
KIAA0040	ENSG00000235750	ENSG00000235750.9	43.2006
AP001625.6	ENSG00000235772	ENSG00000235772.1	0.208253
RP11-421L21.2	ENSG00000235795	ENSG00000235795.1	0.467428
IFITM4P	ENSG00000235821	ENSG00000235821.1	0.377731
BHLHE40-AS1	ENSG00000235831	ENSG00000235831.6	0.477401
RP1-60N8.1	ENSG00000235834	ENSG00000235834.1	0.0500629
AC006978.6	ENSG00000235859	ENSG00000235859.5	4.98008
GSN-AS1	ENSG00000235865	ENSG00000235865.2	0.203604
AF064858.8	ENSG00000235888	ENSG00000235888.1	0.921321
TSPEAR-AS1	ENSG00000235890	ENSG00000235890.2	0.0822256
TM4SF19-AS1	ENSG00000235897	ENSG00000235897.1	0.0923686
RHOA-IT1	ENSG00000235908	ENSG00000235908.1	0.629987
ZNF815P	ENSG00000235944	ENSG00000235944.7	1.98207
TTC28-AS1	ENSG00000235954	ENSG00000235954.6	0.706225
UBOX5-AS1	ENSG00000235958	ENSG00000235958.5	0.241798
PNMA6A	ENSG00000235961	ENSG00000235961.5	0.0958025
RPL7AP53	ENSG00000235962	ENSG00000235962.5	0.126272
AC018816.3	ENSG00000235978	ENSG00000235978.6	0.185982
MORC2-AS1	ENSG00000235989	ENSG00000235989.3	0.0950791
ASMTL-AS1	ENSG00000236017	ENSG00000236017.8	2.43865
ASMTL-AS1	ENSG00000236017	ENSG00000236017.8_PAR_Y	0
GAPDHP14	ENSG00000236056	ENSG00000236056.1	0.336945
COX10-AS1	ENSG00000236088	ENSG00000236088.9	0.249379
ZBTB22	ENSG00000236104	ENSG00000236104.2	10.8123
RP11-27K13.3	ENSG00000236137	ENSG00000236137.1	0.0604349
TMEM147-AS1	ENSG00000236144	ENSG00000236144.6	1.20137
RP11-65J3.6	ENSG00000236146	ENSG00000236146.2	0.166341
TCEA1P4	ENSG00000236184	ENSG00000236184.1	0.227937
MYO16-AS1	ENSG00000236242	ENSG00000236242.1	0.154564
AC009404.2	ENSG00000236255	ENSG00000236255.1	0.380922
RP11-263K19.6	ENSG00000236263	ENSG00000236263.1	12.6399
PEBP1P3	ENSG00000236278	ENSG00000236278.2	0.621577
CLEC2L	ENSG00000236279	ENSG00000236279.6	0.58729
ZBED5	ENSG00000236287	ENSG00000236287.7	3.33056
GUSBP5	ENSG00000236296	ENSG00000236296.7	0.0540097
AP001189.4	ENSG00000236304	ENSG00000236304.1	7.89736
SLFN14	ENSG00000236320	ENSG00000236320.3	0.380167
LINC00854	ENSG00000236383	ENSG00000236383.8	0.649669
LINC01134	ENSG00000236423	ENSG00000236423.5	0.175806
AC018890.6	ENSG00000236449	ENSG00000236449.1	0.184104
EIF2S2P3	ENSG00000236493	ENSG00000236493.2	0.182485
AC007278.2	ENSG00000236525	ENSG00000236525.1	2.8847
AC006547.13	ENSG00000236540	ENSG00000236540.7	4.2919
RANP1	ENSG00000236603	ENSG00000236603.2	0.180215
ZNF853	ENSG00000236609	ENSG00000236609.3	0.973424
PITPNA-AS1	ENSG00000236618	ENSG00000236618.2	3.02438
KRT18P5	ENSG00000236670	ENSG00000236670.1	0.159936
MTX1P1	ENSG00000236675	ENSG00000236675.1	1.33442
AC068282.3	ENSG00000236682	ENSG00000236682.1	0.111477
MKLN1-AS	ENSG00000236753	ENSG00000236753.5	0.449363
DNAJC9-AS1	ENSG00000236756	ENSG00000236756.4	0.0542377
AC079325.5	ENSG00000236770	ENSG00000236770.1	0.0648586
INTS6-AS1	ENSG00000236778	ENSG00000236778.7	0.284266
RP11-430C7.2	ENSG00000236779	ENSG00000236779.1	0.135735
SDR42E1P5	ENSG00000236785	ENSG00000236785.1	0.249576
LINC00299	ENSG00000236790	ENSG00000236790.5	0.32056
ELOA-AS1	ENSG00000236810	ENSG00000236810.5	1.63166
Z97634.3	ENSG00000236829	ENSG00000236829.9	0.421374
CBR3-AS1	ENSG00000236830	ENSG00000236830.6	0.0775969
NIFK-AS1	ENSG00000236859	ENSG00000236859.6	1.14129
LINC00106	ENSG00000236871	ENSG00000236871.7	0.731215
LINC00106	ENSG00000236871	ENSG00000236871.7_PAR_Y	0
MTATP6P26	ENSG00000236878	ENSG00000236878.1	0.135497
LINC01554	ENSG00000236882	ENSG00000236882.7	0.444285
MIR600HG	ENSG00000236901	ENSG00000236901.6	0.898518
RP11-78B10.2	ENSG00000236911	ENSG00000236911.6	0.143891
AP003774.1	ENSG00000236935	ENSG00000236935.1	2.0368
RP3-329E20.2	ENSG00000236936	ENSG00000236936.1	0.58297
HNRNPA1P70	ENSG00000236946	ENSG00000236946.2	0.0630843
ZDHHC20-IT1	ENSG00000236953	ENSG00000236953.1	0.380426
ANKRD44-IT1	ENSG00000236977	ENSG00000236977.1	0.14224
ZEB1-AS1	ENSG00000237036	ENSG00000237036.4	0.989581
NDUFA6-AS1	ENSG00000237037	ENSG00000237037.9	0.238076
PRMT5-AS1	ENSG00000237054	ENSG00000237054.9	0.051519
CYP2F2P	ENSG00000237118	ENSG00000237118.2	0.321136
AC073254.1	ENSG00000237126	ENSG00000237126.8	0.118782
DDX10P1	ENSG00000237135	ENSG00000237135.1	0.134524
ZNF503-AS2	ENSG00000237149	ENSG00000237149.5	0.104722
B3GNT9	ENSG00000237172	ENSG00000237172.3	1.65745
AC147651.4	ENSG00000237181	ENSG00000237181.1	6.80039
CDKN2AIPNL	ENSG00000237190	ENSG00000237190.3	4.18759
AC008074.5	ENSG00000237217	ENSG00000237217.1	0.121429
ZNF295-AS1	ENSG00000237232	ENSG00000237232.7	0.049842
LINC00987	ENSG00000237248	ENSG00000237248.4	0.451857
TRBV30	ENSG00000237254	ENSG00000237254.2	2.34417
ANO7L1	ENSG00000237276	ENSG00000237276.8	0.366945
TTN-AS1	ENSG00000237298	ENSG00000237298.9	0.801165
GS1-124K5.4	ENSG00000237310	ENSG00000237310.1	1.01068
UNQ6494	ENSG00000237372	ENSG00000237372.2	0.0718601
PITRM1-AS1	ENSG00000237399	ENSG00000237399.7	0.126847
CECR7	ENSG00000237438	ENSG00000237438.7	0.169986
ZNF737	ENSG00000237440	ENSG00000237440.8	0.511815
LINC00959	ENSG00000237489	ENSG00000237489.3	0.51595
RP11-206L10.9	ENSG00000237491	ENSG00000237491.8	0.108981
RP11-356I2.4	ENSG00000237499	ENSG00000237499.6	1.4089
RP11-325F22.2	ENSG00000237513	ENSG00000237513.1	4.96435
NONOP2	ENSG00000237522	ENSG00000237522.1	1.21997
HLA-DQA2	ENSG00000237541	ENSG00000237541.3	5.28614
PYY2	ENSG00000237575	ENSG00000237575.4	0.507847
AF064858.10	ENSG00000237609	ENSG00000237609.1	0.217943
RP11-690I21.1	ENSG00000237641	ENSG00000237641.1	0.227112
KIFC1	ENSG00000237649	ENSG00000237649.7	1.63873
C2orf74	ENSG00000237651	ENSG00000237651.6	0.963956
HCG4P3	ENSG00000237669	ENSG00000237669.1	1.307
RP5-1120P11.1	ENSG00000237686	ENSG00000237686.6	0.0374256
IRGM	ENSG00000237693	ENSG00000237693.4	0.151181
TRBV3-1	ENSG00000237702	ENSG00000237702.2	4.49917
AF064858.11	ENSG00000237721	ENSG00000237721.1	0.709726
AC010980.2	ENSG00000237732	ENSG00000237732.9	0.0785122
RNF216-IT1	ENSG00000237738	ENSG00000237738.1	0.209723
AC079922.3	ENSG00000237753	ENSG00000237753.1	1.30926
FAM200B	ENSG00000237765	ENSG00000237765.6	6.26497
AC092620.3	ENSG00000237772	ENSG00000237772.1	1.46964
AC003075.4	ENSG00000237773	ENSG00000237773.5	0.0808029
RP11-54A4.2	ENSG00000237781	ENSG00000237781.3	6.19476
RP5-1041C10.3	ENSG00000237788	ENSG00000237788.1	0.121544
FAM21FP	ENSG00000237840	ENSG00000237840.6	0.36025
LINC00674	ENSG00000237854	ENSG00000237854.3	1.39769
LINC01473	ENSG00000237877	ENSG00000237877.6	0.0645014
LINC00398	ENSG00000237879	ENSG00000237879.1	0.791766
DGUOK-AS1	ENSG00000237883	ENSG00000237883.1	1.11821
NALT1	ENSG00000237886	ENSG00000237886.1	1.05207
KLF7-IT1	ENSG00000237892	ENSG00000237892.1	0.628934
SIRPG-AS1	ENSG00000237914	ENSG00000237914.5	0.0389643
RP3-393E18.2	ENSG00000237927	ENSG00000237927.1	1.29898
RP11-288I21.1	ENSG00000237938	ENSG00000237938.5	0.491111
LINC01238	ENSG00000237940	ENSG00000237940.3	0.487415
PRKCQ-AS1	ENSG00000237943	ENSG00000237943.6	3.00475
LINC00649	ENSG00000237945	ENSG00000237945.7	0.636444
EIF4HP2	ENSG00000237977	ENSG00000237977.1	1.10534
LINC01679	ENSG00000237989	ENSG00000237989.1	0.301967
RP11-443B7.1	ENSG00000238005	ENSG00000238005.2	3.3465
AC093110.3	ENSG00000238018	ENSG00000238018.2	0.456553
DDX39BP2	ENSG00000238024	ENSG00000238024.1	0.304792
AF011889.2	ENSG00000238039	ENSG00000238039.1	0.614549
RP11-432J22.2	ENSG00000238058	ENSG00000238058.1	0.290198
LINC01352	ENSG00000238078	ENSG00000238078.1	0.0647839
GOLGA2P5	ENSG00000238105	ENSG00000238105.7	1.46443
LINC00426	ENSG00000238121	ENSG00000238121.5	1.45904
MAP3K20-AS1	ENSG00000238133	ENSG00000238133.6	0.0711202
RP11-108M9.4	ENSG00000238142	ENSG00000238142.1	2.62509
AC116366.5	ENSG00000238160	ENSG00000238160.1	3.57433
RP3-395M20.8	ENSG00000238164	ENSG00000238164.6	2.82539
CD81-AS1	ENSG00000238184	ENSG00000238184.1	0.0817201
RP11-31F15.2	ENSG00000238198	ENSG00000238198.1	0.0477817
AC114752.3	ENSG00000238201	ENSG00000238201.1	0.648796
OR2W3	ENSG00000238243	ENSG00000238243.3	19.3988
RP11-656D10.3	ENSG00000238287	ENSG00000238287.1	0.196237
RPL23AP1	ENSG00000239257	ENSG00000239257.1	3.44658
TXNDC5	ENSG00000239264	ENSG00000239264.8	19.3982
CLRN1-AS1	ENSG00000239265	ENSG00000239265.5	0.167715
GATSL3	ENSG00000239282	ENSG00000239282.7	5.27968
RNF103	ENSG00000239305	ENSG00000239305.6	5.10107
RBM14	ENSG00000239306	ENSG00000239306.4	14.8611
LLPH-AS1	ENSG00000239335	ENSG00000239335.4	0.48964
ALKBH6	ENSG00000239382	ENSG00000239382.10	6.48277
ASB14	ENSG00000239388	ENSG00000239388.8	0.208927
AP001469.9	ENSG00000239415	ENSG00000239415.1	0.53665
RP11-514P8.2	ENSG00000239480	ENSG00000239480.1	0.461642
GATS	ENSG00000239521	ENSG00000239521.7	4.13573
MYLK-AS1	ENSG00000239523	ENSG00000239523.5	0.243495
RPS14P8	ENSG00000239528	ENSG00000239528.1	0.227266
AC004951.5	ENSG00000239556	ENSG00000239556.3	4.79278
C2orf61	ENSG00000239605	ENSG00000239605.9	0.0436646
RP11-302B13.1	ENSG00000239617	ENSG00000239617.1	0.8446
RP4-728D4.2	ENSG00000239636	ENSG00000239636.1	2.9226
MEIKIN	ENSG00000239642	ENSG00000239642.5	0.12423
PSMD6-AS2	ENSG00000239653	ENSG00000239653.1	1.36674
RP11-295P9.3	ENSG00000239665	ENSG00000239665.8	2.56758
NME1	ENSG00000239672	ENSG00000239672.7	5.81745
TNFSF12	ENSG00000239697	ENSG00000239697.10	26.4857
CDRT4	ENSG00000239704	ENSG00000239704.10	1.94126
APOBEC3G	ENSG00000239713	ENSG00000239713.8	25.401
CEACAMP3	ENSG00000239736	ENSG00000239736.2	0.253847
WBP1	ENSG00000239779	ENSG00000239779.6	33.3366
DEFA3	ENSG00000239839	ENSG00000239839.6	388.334
GET4	ENSG00000239857	ENSG00000239857.6	1.48189
C1orf226	ENSG00000239887	ENSG00000239887.4	0.678992
ADSL	ENSG00000239900	ENSG00000239900.12	6.09508
PRKAG2-AS1	ENSG00000239911	ENSG00000239911.2	2.46862
LILRA4	ENSG00000239961	ENSG00000239961.2	6.61296
LILRA2	ENSG00000239998	ENSG00000239998.5	86.0194
RP11-293A21.1	ENSG00000240005	ENSG00000240005.5	0.389396
AMY2B	ENSG00000240038	ENSG00000240038.6	3.43845
LY6G5B	ENSG00000240053	ENSG00000240053.8	17.1082
RP11-572M11.4	ENSG00000240057	ENSG00000240057.5	0.0517033
PSMB9	ENSG00000240065	ENSG00000240065.7	182.595
ERICH6-AS1	ENSG00000240137	ENSG00000240137.5	0.990632
RP4-753P9.3	ENSG00000240143	ENSG00000240143.1	4.68533
RN7SL263P	ENSG00000240160	ENSG00000240160.3	0.289832
RP11-430C7.5	ENSG00000240219	ENSG00000240219.1	7.03864
ZNF542P	ENSG00000240225	ENSG00000240225.10	0.77786
COX19	ENSG00000240230	ENSG00000240230.5	4.13595
GHRLOS	ENSG00000240288	ENSG00000240288.7	0.91178
RP11-499P20.2	ENSG00000240291	ENSG00000240291.1	1.21627
ACAD11	ENSG00000240303	ENSG00000240303.7	2.81471
RN7SL481P	ENSG00000240322	ENSG00000240322.3	0.281668
PPIL3	ENSG00000240344	ENSG00000240344.8	3.31247
AC017002.1	ENSG00000240350	ENSG00000240350.2	0.268969
RPL23AP7	ENSG00000240356	ENSG00000240356.6	0.981898
SEC62-AS1	ENSG00000240373	ENSG00000240373.1	0.204487
RP1-228P16.1	ENSG00000240399	ENSG00000240399.1	0.44731
AC012358.8	ENSG00000240401	ENSG00000240401.8	0.155517
KIR3DL2	ENSG00000240403	ENSG00000240403.5	3.87341
FOXO3B	ENSG00000240445	ENSG00000240445.3	0.180759
TNFRSF13B	ENSG00000240505	ENSG00000240505.8	1.47396
RPL7AP10	ENSG00000240522	ENSG00000240522.1	0.217297
RP11-429G19.3	ENSG00000240527	ENSG00000240527.1	2.90058
L1TD1	ENSG00000240563	ENSG00000240563.1	0.0318372
RPS6P25	ENSG00000240616	ENSG00000240616.1	0.43539
MME-AS1	ENSG00000240666	ENSG00000240666.2	0.117879
RP11-555K12.2	ENSG00000240669	ENSG00000240669.1	0.260394
ARHGEF25	ENSG00000240771	ENSG00000240771.6	0.298773
TMEM189	ENSG00000240849	ENSG00000240849.10	3.51006
AC093627.10	ENSG00000240859	ENSG00000240859.1	0.67172
LINC00886	ENSG00000240875	ENSG00000240875.5	0.142968
NDUFB2-AS1	ENSG00000240889	ENSG00000240889.1	0.397231
RP11-65E22.2	ENSG00000240890	ENSG00000240890.2	0.0378265
PLCXD2	ENSG00000240891	ENSG00000240891.7	0.507222
MIF	ENSG00000240972	ENSG00000240972.1	0.692373
TPM3P9	ENSG00000241015	ENSG00000241015.2	1.85836
GVQW1	ENSG00000241043	ENSG00000241043.1	0.579103
AC004985.12	ENSG00000241057	ENSG00000241057.2	2.04274
NSUN6	ENSG00000241058	ENSG00000241058.3	1.80576
RP11-488C13.1	ENSG00000241081	ENSG00000241081.1	0.570525
HLA-DOB	ENSG00000241106	ENSG00000241106.6	9.59129
RPL29P14	ENSG00000241112	ENSG00000241112.1	1.38555
BET1P1	ENSG00000241134	ENSG00000241134.3	0.640755
RP11-3K24.1	ENSG00000241157	ENSG00000241157.1	1.00253
LINC00877	ENSG00000241163	ENSG00000241163.7	1.6335
RP11-147I3.1	ENSG00000241170	ENSG00000241170.2	3.73935
CRCP	ENSG00000241258	ENSG00000241258.6	10.8171
CD302	ENSG00000241399	ENSG00000241399.6	21.9026
EGFL8	ENSG00000241404	ENSG00000241404.6	3.21565
ARHGAP8	ENSG00000241484	ENSG00000241484.9	0.535197
RP11-553L6.2	ENSG00000241490	ENSG00000241490.1	0.1091
RPS15AP24	ENSG00000241511	ENSG00000241511.1	0.385004
CA15P1	ENSG00000241527	ENSG00000241527.1	0.433385
GUSBP2	ENSG00000241549	ENSG00000241549.8	0.0993439
ARPC4	ENSG00000241553	ENSG00000241553.12	230.967
ZBTB20-AS1	ENSG00000241560	ENSG00000241560.5	0.11524
CORT	ENSG00000241563	ENSG00000241563.3	0.390885
INMT	ENSG00000241644	ENSG00000241644.2	0.19462
TRBV11-2	ENSG00000241657	ENSG00000241657.1	3.22595
RP3-455J7.4	ENSG00000241666	ENSG00000241666.2	0.95947
RP11-80H8.4	ENSG00000241679	ENSG00000241679.2	1.02183
ARPC1A	ENSG00000241685	ENSG00000241685.9	30.4962
TMEFF1	ENSG00000241697	ENSG00000241697.4	0.0596727
AC002467.7	ENSG00000241764	ENSG00000241764.3	4.45091
LINC00893	ENSG00000241769	ENSG00000241769.7	0.947296
AC092620.2	ENSG00000241772	ENSG00000241772.2	0.132565
ATP5O	ENSG00000241837	ENSG00000241837.6	40.4039
PLEKHO2	ENSG00000241839	ENSG00000241839.9	109.055
C8orf58	ENSG00000241852	ENSG00000241852.9	3.96169
PISD	ENSG00000241878	ENSG00000241878.11	34.6324
RP11-435F17.3	ENSG00000241889	ENSG00000241889.1	0.888516
PI4KA	ENSG00000241973	ENSG00000241973.10	15.5696
AKAP2	ENSG00000241978	ENSG00000241978.9	1.22496
PRR34-AS1	ENSG00000241990	ENSG00000241990.5	2.51212
RP13-452N2.1	ENSG00000242048	ENSG00000242048.3	0.114803
AMACR	ENSG00000242110	ENSG00000242110.7	1.41367
MTFP1	ENSG00000242114	ENSG00000242114.5	11.7824
SERBP1P3	ENSG00000242142	ENSG00000242142.1	0.0602693
RP4-778K6.3	ENSG00000242154	ENSG00000242154.1	0.281247
ARHGDIG	ENSG00000242173	ENSG00000242173.8	0.0964466
RP11-568K15.1	ENSG00000242193	ENSG00000242193.10	0.456714
TCP10L	ENSG00000242220	ENSG00000242220.6	0.0718959
